Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,10859.01,kWh,14333.8932,02/06/2014 12:00:00 AM,04/08/2014 12:00:00 AM,CoM,10859.01,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,312.32,kWh,412.2624,10/08/2013 12:00:00 AM,01/08/2014 12:00:00 AM,CoM,312.32,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,331.09,kWh,437.0388,01/09/2014 12:00:00 AM,04/08/2014 12:00:00 AM,CoM,331.09,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,450,kWh,594,10/05/2013 12:00:00 AM,01/09/2014 12:00:00 AM,CoM,150,300
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,440,kWh,580.8,01/10/2014 12:00:00 AM,04/07/2014 12:00:00 AM,CoM,140,300
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,365.8,kWh,482.856,12/11/2013 12:00:00 AM,03/14/2014 12:00:00 AM,CoM,365.8,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,362.88,kWh,479.0016,03/15/2014 12:00:00 AM,06/16/2014 12:00:00 AM,CoM,362.88,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,371.29,kWh,490.1028,11/09/2013 12:00:00 AM,02/11/2014 12:00:00 AM,CoM,72.44,298.85
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,445.7,kWh,588.324,02/12/2014 12:00:00 AM,05/14/2014 12:00:00 AM,CoM,121.09,324.61
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3109.19,kWh,4104.1308,12/31/2013 12:00:00 AM,01/29/2014 12:00:00 AM,CoM,3109.19,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3106.03,kWh,4099.9596,01/30/2014 12:00:00 AM,02/27/2014 12:00:00 AM,CoM,3106.03,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3165.98,kWh,4179.0936,02/28/2014 12:00:00 AM,03/28/2014 12:00:00 AM,CoM,3165.98,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3807.03,kWh,5025.2796,03/29/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,3807.03,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3578.6,kWh,4723.752,05/01/2014 12:00:00 AM,05/29/2014 12:00:00 AM,CoM,3578.6,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3170.19,kWh,4184.6508,10/22/2013 12:00:00 AM,01/22/2014 12:00:00 AM,CoM,611.73,2558.46
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3686.66,kWh,4866.3912,01/23/2014 12:00:00 AM,04/24/2014 12:00:00 AM,CoM,894.4,2792.26
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,74.43,kWh,98.2476,12/10/2013 12:00:00 AM,03/11/2014 12:00:00 AM,CoM,74.43,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,71.09,kWh,93.8388,03/12/2014 12:00:00 AM,06/11/2014 12:00:00 AM,CoM,71.09,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1356.45,kWh,1790.514,10/30/2013 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,657.86,698.59
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1283.49,kWh,1694.2068,02/01/2014 12:00:00 AM,05/05/2014 12:00:00 AM,CoM,609.52,673.97
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3528,kWh,4656.96,11/30/2013 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,3528,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3461.37,kWh,4569.0084,03/01/2014 12:00:00 AM,06/05/2014 12:00:00 AM,CoM,3461.37,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,7222.3,kWh,9533.436,11/05/2013 12:00:00 AM,02/06/2014 12:00:00 AM,CoM,2745.33,4476.97
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,7160.82,kWh,9452.2824,02/07/2014 12:00:00 AM,05/09/2014 12:00:00 AM,CoM,2634.37,4526.45
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,7778.31,kWh,10267.3692,11/07/2013 12:00:00 AM,02/07/2014 12:00:00 AM,CoM,2475.36,5302.95
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,9744.02,kWh,12862.1064,02/08/2014 12:00:00 AM,05/12/2014 12:00:00 AM,CoM,3775.45,5968.57
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1047.66,kWh,1382.9112,12/12/2013 12:00:00 AM,03/14/2014 12:00:00 AM,CoM,1047.66,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1371.07,kWh,1809.8124,03/15/2014 12:00:00 AM,06/16/2014 12:00:00 AM,CoM,1371.07,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,0,kWh,0,10/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,0,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,0,kWh,0,01/01/2014 12:00:00 AM,04/01/2014 12:00:00 AM,CoM,0,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1575.63,kWh,2079.8316,10/10/2013 12:00:00 AM,01/10/2014 12:00:00 AM,CoM,299.56,1276.07
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1678.61,kWh,2215.7652,01/11/2014 12:00:00 AM,04/10/2014 12:00:00 AM,CoM,354.61,1324
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1461.58,kWh,1929.2856,10/26/2013 12:00:00 AM,01/29/2014 12:00:00 AM,CoM,459,1002.58
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1969,kWh,2599.08,01/30/2014 12:00:00 AM,05/01/2014 12:00:00 AM,CoM,682.39,1286.61
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,129.87,kWh,171.4284,12/18/2013 12:00:00 AM,01/17/2014 12:00:00 AM,CoM,36.57,93.3
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,132.6,kWh,175.032,01/18/2014 12:00:00 AM,02/18/2014 12:00:00 AM,CoM,34.64,97.96
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,121.22,kWh,160.0104,02/19/2014 12:00:00 AM,03/19/2014 12:00:00 AM,CoM,33.32,87.9
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,117.37,kWh,154.9284,03/20/2014 12:00:00 AM,04/16/2014 12:00:00 AM,CoM,34.1,83.27
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,136.2,kWh,179.784,04/17/2014 12:00:00 AM,05/19/2014 12:00:00 AM,CoM,42.96,93.24
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,123.56,kWh,163.0992,05/20/2014 12:00:00 AM,06/18/2014 12:00:00 AM,CoM,40.96,82.6
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,170.02,kWh,224.4264,12/18/2013 12:00:00 AM,01/17/2014 12:00:00 AM,CoM,54.43,115.59
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,102.41,kWh,135.1812,01/18/2014 12:00:00 AM,02/18/2014 12:00:00 AM,CoM,29.88,72.53
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,0,kWh,0,02/19/2014 12:00:00 AM,03/19/2014 12:00:00 AM,CoM,0,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,0,kWh,0,03/20/2014 12:00:00 AM,04/16/2014 12:00:00 AM,CoM,0,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,86.9,kWh,114.708,04/17/2014 12:00:00 AM,05/19/2014 12:00:00 AM,CoM,26.76,60.14
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,102.5,kWh,135.3,05/20/2014 12:00:00 AM,06/18/2014 12:00:00 AM,CoM,32.39,70.11
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,5611.98,kWh,7407.8136,12/30/2013 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,1726.32,3885.66
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1001.05,kWh,1321.386,10/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,324.94,676.11
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1190.38,kWh,1571.3016,01/01/2014 12:00:00 AM,04/01/2014 12:00:00 AM,CoM,460.57,729.81
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,394.18,kWh,520.3176,10/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,103.28,290.9
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,391.14,kWh,516.3048,01/01/2014 12:00:00 AM,04/01/2014 12:00:00 AM,CoM,102.08,289.06
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,536.82,kWh,708.6024,10/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,272.53,264.29
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,528.9,kWh,698.148,01/01/2014 12:00:00 AM,04/01/2014 12:00:00 AM,CoM,267.36,261.54
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1268.03,kWh,1673.7996,12/20/2013 12:00:00 AM,01/21/2014 12:00:00 AM,CoM,240.86,1027.17
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1220.11,kWh,1610.5452,01/22/2014 12:00:00 AM,02/20/2014 12:00:00 AM,CoM,256.19,963.92
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1369.83,kWh,1808.1756,02/21/2014 12:00:00 AM,03/21/2014 12:00:00 AM,CoM,359.24,1010.59
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1658.7,kWh,2189.484,03/22/2014 12:00:00 AM,04/22/2014 12:00:00 AM,CoM,480.84,1177.86
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1628.83,kWh,2150.0556,04/23/2014 12:00:00 AM,05/22/2014 12:00:00 AM,CoM,527.29,1101.54
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1598.32,kWh,2109.7824,05/23/2014 12:00:00 AM,06/20/2014 12:00:00 AM,CoM,518.48,1079.84
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1150.72,kWh,1518.9504,12/20/2013 12:00:00 AM,01/21/2014 12:00:00 AM,CoM,223.44,927.28
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1123.1,kWh,1482.492,01/22/2014 12:00:00 AM,02/20/2014 12:00:00 AM,CoM,230.34,892.76
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,893.26,kWh,1179.1032,02/21/2014 12:00:00 AM,03/21/2014 12:00:00 AM,CoM,235.43,657.83
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,826.09,kWh,1090.4388,03/22/2014 12:00:00 AM,04/22/2014 12:00:00 AM,CoM,258.39,567.7
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1391.77,kWh,1837.1364,04/23/2014 12:00:00 AM,05/22/2014 12:00:00 AM,CoM,461.81,929.96
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1622.42,kWh,2141.5944,05/23/2014 12:00:00 AM,06/20/2014 12:00:00 AM,CoM,543.66,1078.76
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,412.24,kWh,544.1568,10/30/2013 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,244.9,167.34
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,367.67,kWh,485.3244,02/01/2014 12:00:00 AM,05/05/2014 12:00:00 AM,CoM,209.09,158.58
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1324,kWh,1747.68,10/05/2013 12:00:00 AM,01/08/2014 12:00:00 AM,CoM,1324,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1320.32,kWh,1742.8224,01/09/2014 12:00:00 AM,04/08/2014 12:00:00 AM,CoM,1320.32,0
Engineering Services,Administration - Corporate Fleet,Electricity,Electricity,14,kWh,18.48,07/01/2013 12:00:00 AM,06/30/2014 12:00:00 AM,Supply Chain,,
Engineering Services,Street Cleaning,Electricity,Electricity,66664.56,kWh,87997.2192,07/01/2013 12:00:00 AM,06/30/2014 12:00:00 AM,Supply Chain,,
Engineering Services,Pumping Station - Bent Street,Electricity,Electricity,153,kWh,202.6902272727,05/16/2014 12:00:00 AM,08/11/2014 12:00:00 AM,CoM,70.6,82.6
Engineering Services,Pumping Station - Bent Street,Electricity,Electricity,45,kWh,59.4,04/17/2014 12:00:00 AM,05/15/2014 12:00:00 AM,CoM,22.4,22.25
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,525,kWh,694.8064516129,05/01/2014 12:00:00 AM,08/01/2014 12:00:00 AM,CoM,261.86,263.38
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,7672,kWh,10159.4328888888,05/10/2014 12:00:00 AM,08/07/2014 12:00:00 AM,CoM,3108.07,4563.99
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,7775,kWh,10297.4573863636,05/13/2014 12:00:00 AM,08/08/2014 12:00:00 AM,CoM,2683.28,5091.53
Engineering Services,Information - Princes Bridge Pillar,Electricity,Electricity,13486,kWh,17858.4608888888,05/10/2014 12:00:00 AM,08/07/2014 12:00:00 AM,CoM,5626,7860
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,11093.333,kWh,14643.19956,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,5017.164,6076.169
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,9539.993,kWh,12592.79076,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,4277.058,5262.935
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,8759.524,kWh,11562.57168,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,3771.418,4988.106
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,10114.48,kWh,13351.1136,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,4164.519,5949.961
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,9182.511,kWh,12120.91452,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,4078.333,5104.178
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,9734.799,kWh,12849.93468,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,4238.673,5496.126
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,9294.78,kWh,12269.1096,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,4043.338,5251.442
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4662.313,kWh,6154.25316,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,1190.467,3471.846
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4765.804,kWh,6290.86128,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,1183.412,3582.392
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4715.691,kWh,6224.71212,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,1176.647,3539.044
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,5902.619,kWh,7791.45708,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,1478.224,4424.395
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,6443.735,kWh,8505.7302,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,1915.522,4528.213
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,6880.678,kWh,9082.49496,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,2040.13,4840.548
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,6562.38,kWh,8662.3416,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,2042.139,4520.241
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3515.495,kWh,4640.4534,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,886.18,2629.315
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3449.66,kWh,4553.5512,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,892.63,2557.03
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3611.14,kWh,4766.7048,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,913.665,2697.475
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4380.31,kWh,5782.0092,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,1152.57,3227.74
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4655.705,kWh,6145.5306,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,1467.415,3188.29
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4997.425,kWh,6596.601,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,1578.64,3418.785
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4928.37,kWh,6505.4484,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,1585.915,3342.455
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4511.665,kWh,5955.3978,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,1146.305,3365.36
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4444.795,kWh,5867.1294,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,1146.465,3298.33
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4223.19,kWh,5574.6108,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,1080.91,3142.28
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4929.405,kWh,6506.8146,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,1311.24,3618.165
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4482.76,kWh,5917.2432,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,1494.495,2988.265
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,6598.16,kWh,8709.5712,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,2079.11,4519.05
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,6502.93,kWh,8583.8676,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,2074.9,4428.03
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,8132.135,kWh,10734.4182,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,3393.035,4739.1
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,8503.49,kWh,11224.6068,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,3626.99,4876.5
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,7571.765,kWh,9994.7298,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,3113.905,4457.86
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,9153.205,kWh,12082.2306,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,3606.995,5546.21
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,9016.275,kWh,11901.483,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,3749.73,5266.545
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,9549.57,kWh,12605.4324,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,3921.37,5628.2
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,8359.245,kWh,11034.2034,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,3267.595,5091.65
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,7052.942,kWh,9309.88344,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,2291.556,4761.386
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,5885.46,kWh,7768.8072,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,1989.644,3895.816
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,10196.49,kWh,13459.3668,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,2962.625,7233.865
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,20281.131,kWh,26771.09292,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,7528.301,12752.83
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,6742.189,kWh,8899.68948,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,2294.551,4447.638
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,9797.34,kWh,12932.4888,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,3673.676,6123.664
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,53152.195,kWh,70160.8974,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,30160.686,22991.509
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4022.912,kWh,5310.24384,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,1120.877,2902.035
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,5141.776,kWh,6787.14432,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,1918.673,3223.103
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,5170.666,kWh,6825.27912,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,1904.798,3265.868
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,11273.265,kWh,14880.7098,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,4508.427,6764.838
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,5700.552,kWh,7524.72864,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,1719.315,3981.237
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,5941.149,kWh,7842.31668,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,1890.194,4050.955
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,6228.928,kWh,8222.18496,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,2123.332,4105.596
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,24409.973,kWh,32221.16436,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Supply Chain,6302.776,18107.197
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,25182.791,kWh,33241.28412,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,Supply Chain,6442.908,18739.883
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,24958.264,kWh,32944.90848,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,Supply Chain,6287.704,18670.56
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,30729.19,kWh,40562.5308,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,Supply Chain,7781.402,22947.788
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,32878.51,kWh,43399.6332,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,Supply Chain,9540.893,23337.617
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,36659.268,kWh,48390.23376,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,Supply Chain,11039.891,25619.377
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,36690.549,kWh,48431.52468,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,Supply Chain,11426.34,25264.209
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,236765.882,kWh,312530.96424,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Supply Chain,61133.977,175631.905
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,247211.498,kWh,326319.17736,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,Supply Chain,63247.905,183963.593
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,244901.693,kWh,323270.23476,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,Supply Chain,61697.772,183203.921
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,300719.781,kWh,396950.11092,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,Supply Chain,76149.833,224569.948
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,321340.639,kWh,424169.64348,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,Supply Chain,93248.644,228091.995
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,358028.588,kWh,472597.73616,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,Supply Chain,107819.908,250208.68
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,349357.431,kWh,461151.80892,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,Supply Chain,108798.8,240558.631
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,43336.899,kWh,57204.70668,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Supply Chain,11189.795,32147.104
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,45629.397,kWh,60230.80404,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,Supply Chain,11674.073,33955.324
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,44917.883,kWh,59291.60556,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,Supply Chain,11316.107,33601.776
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,55303.923,kWh,73001.17836,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,Supply Chain,14004.342,41299.581
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,59082.356,kWh,77988.70992,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,Supply Chain,17144.882,41937.474
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,65856.265,kWh,86930.2698,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,Supply Chain,19832.539,46023.726
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,64746.017,kWh,85464.74244,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,Supply Chain,20163.546,44582.471
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,184226.97,kWh,243179.6004,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Supply Chain,47568.11,136658.86
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,189329.951,kWh,249915.53532,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,Supply Chain,48439.173,140890.778
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,185225.019,kWh,244497.02508,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,Supply Chain,46663.51,138561.509
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,228467.858,kWh,301577.57256,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,Supply Chain,57853.814,170614.044
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,243474.289,kWh,321386.06148,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,Supply Chain,70652.904,172821.385
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,271513.956,kWh,358398.42192,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,Supply Chain,81766.146,189747.81
